ill_1002_houjouujiyasu02,北条氏康,ほうじょううじやす,関東,神奈川,武人,進化Lv2,レア
ill_1003_houjouujiyasu03,北条氏康,ほうじょううじやす,関東,神奈川,武人,進化Lv3,レア
ill_1221_maedatoshiie01,前田利家,まえだとしいえ,中部,石川,武人,進化Lv1,レア
ill_1222_maedatoshiie02,前田利家,まえだとしいえ,中部,石川,武人,進化Lv2,レア
ill_1223_maedatoshiie03,前田利家,まえだとしいえ,中部,石川,武人,進化Lv3,レア
ill_1241_ooyamatsumi01,オオヤマツミ,おおやまつみ,中国・四国,愛媛,神秘,進化Lv1,レア
ill_1242_ooyamatsumi02,オオヤマツミ,おおやまつみ,中国・四国,愛媛,神秘,進化Lv2,レア
ill_1243_ooyamatsumi03,オオヤマツミ,おおやまつみ,中国・四国,愛媛,神秘,進化Lv3,レア
ill_1261_yuhime01,由布姫,ゆうひめ,中部,長野,姫,進化Lv1,レア
ill_1262_yuhime02,由布姫,ゆうひめ,中部,長野,姫,進化Lv2,レア
ill_1263_yuhime03,由布姫,ゆうひめ,中部,長野,姫,進化Lv3,レア
ill_1271_onnagizoku01,女義賊,おんなぎぞく,無所属,無所属,知性派,進化Lv1,レア
ill_1272_onnagizoku02,女義賊,おんなぎぞく,無所属,無所属,知性派,進化Lv2,レア
ill_1273_onnagizoku03,女義賊,おんなぎぞく,無所属,無所属,知性派,進化Lv3,レア
ill_1381_puramochan01,プラモちゃん,ぷらもちゃん,中部,静岡,名物,進化Lv1,レア
ill_1382_puramochan02,プラモちゃん,ぷらもちゃん,中部,静岡,名物,進化Lv2,レア
ill_1383_puramochan03,プラモちゃん,ぷらもちゃん,中部,静岡,名物,進化Lv3,レア
ill_1511_tsutigumo01,土蜘蛛,つちぐも,近畿,奈良,妖怪,進化Lv1,レア
ill_1512_tsutigumo02,土蜘蛛,つちぐも,近畿,奈良,妖怪,進化Lv2,レア
ill_1513_tsutigumo03,土蜘蛛,つちぐも,近畿,奈良,妖怪,進化Lv3,レア
ill_1591_ishidamitsunari01,石田三成,いしだみつなり,近畿,滋賀,武人,進化Lv1,レア
ill_1592_ishidamitsunari02,石田三成,いしだみつなり,近畿,滋賀,武人,進化Lv2,レア
ill_1593_ishidamitsunari03,石田三成,いしだみつなり,近畿,滋賀,武人,進化Lv3,レア
ill_1681_oichinokata01,お市の方,おいちのかた,中部,福井,姫,進化Lv1,レア
ill_1682_oichinokata02,お市の方,おいちのかた,中部,福井,姫,進化Lv2,レア
ill_1683_oichinokata03,お市の方,おいちのかた,中部,福井,姫,進化Lv3,レア
ill_1751_musashiboubenkei01,武蔵坊弁慶,むさしぼうべんけい,近畿,和歌山,武人,進化Lv1,レア
ill_1752_musashiboubenkei02,武蔵坊弁慶,むさしぼうべんけい,近畿,和歌山,武人,進化Lv2,レア
ill_1753_musashiboubenkei03,武蔵坊弁慶,むさしぼうべんけい,近畿,和歌山,武人,進化Lv3,レア
ill_1991_sennorikyuu01,千利休,せんのりきゅう,近畿,大阪,偉人,進化Lv1,レア
ill_1992_sennorikyuu02,千利休,せんのりきゅう,近畿,大阪,偉人,進化Lv2,レア
ill_1993_sennorikyuu03,千利休,せんのりきゅう,近畿,大阪,偉人,進化Lv3,レア
ill_2071_momotarou01,桃太郎,ももたろう,中国・四国,岡山,伝承,進化Lv1,レア
ill_2072_momotarou02,桃太郎,ももたろう,中国・四国,岡山,伝承,進化Lv2,レア
ill_2073_momotarou03,桃太郎,ももたろう,中国・四国,岡山,伝承,進化Lv3,レア
ill_2161_itouhirobumi01,伊藤博文,いとうひろぶみ,中国・四国,山口,偉人,進化Lv1,レア
ill_2162_itouhirobumi02,伊藤博文,いとうひろぶみ,中国・四国,山口,偉人,進化Lv2,レア
ill_2163_itouhirobumi03,伊藤博文,いとうひろぶみ,中国・四国,山口,偉人,進化Lv3,レア
ill_2231_sakamotoryoma01,坂本龍馬,さかもとりょうま,中国・四国,高知,偉人,進化Lv1,レア
ill_2232_sakamotoryoma02,坂本龍馬,さかもとりょうま,中国・四国,高知,偉人,進化Lv2,レア
ill_2233_sakamotoryoma03,坂本龍馬,さかもとりょうま,中国・四国,高知,偉人,進化Lv3,レア
ill_2321_munakatasanjojin01,宗像三女神,むなかたさんじょじん,九州・沖縄,福岡,神秘,進化Lv1,レア
ill_2322_munakatasanjojin02,宗像三女神,むなかたさんじょじん,九州・沖縄,福岡,神秘,進化Lv2,レア
ill_2323_munakatasanjojin03,宗像三女神,むなかたさんじょじん,九州・沖縄,福岡,神秘,進化Lv3,レア
ill_2381_shiranui01,不知火,しらぬい,九州・沖縄,佐賀,妖怪,進化Lv1,レア
ill_2382_shiranui02,不知火,しらぬい,九州・沖縄,佐賀,妖怪,進化Lv2,レア
ill_2383_shiranui03,不知火,しらぬい,九州・沖縄,佐賀,妖怪,進化Lv3,レア
ill_2431_gurabaa01,グラバー,ぐらばー,九州・沖縄,長崎,知性派,進化Lv1,レア
ill_2432_gurabaa02,グラバー,ぐらばー,九州・沖縄,長崎,知性派,進化Lv2,レア
ill_2433_gurabaa03,グラバー,ぐらばー,九州・沖縄,長崎,知性派,進化Lv3,レア
ill_2521_tougouheihachirou01,東郷平八郎,とうごうへいはちろう,九州・沖縄,鹿児島,偉人,進化Lv1,レア
ill_2522_tougouheihachirou02,東郷平八郎,とうごうへいはちろう,九州・沖縄,鹿児島,偉人,進化Lv2,レア
ill_2523_tougouheihachirou03,東郷平八郎,とうごうへいはちろう,九州・沖縄,鹿児島,偉人,進化Lv3,レア
ill_2951_nouhime01,濃姫,のうひめ,中部,岐阜,姫,進化Lv1,レア
ill_2952_nouhime02,濃姫,のうひめ,中部,岐阜,姫,進化Lv2,レア
ill_2953_nouhime03,濃姫,のうひめ,中部,岐阜,姫,進化Lv3,レア
ill_2981_nene01,ねね,ねね,中部,愛知,姫,進化Lv1,レア
ill_2982_nene02,ねね,ねね,中部,愛知,姫,進化Lv2,レア
ill_2983_nene03,ねね,ねね,中部,愛知,姫,進化Lv3,レア
ill_3151_hiragagennai01,平賀源内,ひらがげんない,中国・四国,香川,偉人,進化Lv1,レア
ill_3152_hiragagennai02,平賀源内,ひらがげんない,中国・四国,香川,偉人,進化Lv2,レア
ill_3153_hiragagennai03,平賀源内,ひらがげんない,中国・四国,香川,偉人,進化Lv3,レア
ill_3181_murasakishikibu01,紫式部,むらさきしきぶ,近畿,京都,知性派,進化Lv1,レア
ill_3182_murasakishikibu02,紫式部,むらさきしきぶ,近畿,京都,知性派,進化Lv2,レア
ill_3183_murasakishikibu03,紫式部,むらさきしきぶ,近畿,京都,知性派,進化Lv3,レア
ill_3411_marihime01,万里姫,まりひめ,北海道・東北,福島,姫,進化Lv1,レア
ill_3412_marihime02,万里姫,まりひめ,北海道・東北,福島,姫,進化Lv2,レア
ill_3413_marihime03,万里姫,まりひめ,北海道・東北,福島,姫,進化Lv3,レア
ill_3461_oginoginko01,荻野吟子,おぎのぎんこ,関東,埼玉,知性派,進化Lv1,レア
ill_3462_oginoginko02,荻野吟子,おぎのぎんこ,関東,埼玉,知性派,進化Lv2,レア
ill_3463_oginoginko03,荻野吟子,おぎのぎんこ,関東,埼玉,知性派,進化Lv3,レア
ill_3521_tsudaumeko01,津田梅子,つだうめこ,関東,東京,知性派,進化Lv1,レア
ill_3522_tsudaumeko02,津田梅子,つだうめこ,関東,東京,知性派,進化Lv2,レア
ill_3523_tsudaumeko03,津田梅子,つだうめこ,関東,東京,知性派,進化Lv3,レア
ill_3581_takiyashahime01,滝夜叉姫,たきやしゃひめ,関東,千葉,姫,進化Lv1,レア
ill_3582_takiyashahime02,滝夜叉姫,たきやしゃひめ,関東,千葉,姫,進化Lv2,レア
ill_3583_takiyashahime03,滝夜叉姫,たきやしゃひめ,関東,千葉,姫,進化Lv3,レア
ill_3601_mamuya01,マムヤ,まむや,九州・沖縄,沖縄,伝承,進化Lv1,レア
ill_3602_mamuya02,マムヤ,まむや,九州・沖縄,沖縄,伝承,進化Lv2,レア
ill_3603_mamuya03,マムヤ,まむや,九州・沖縄,沖縄,伝承,進化Lv3,レア
ill_3671_okiku01,お菊,おきく,無所属,無所属,妖怪,進化Lv1,レア
ill_3672_okiku02,お菊,おきく,無所属,無所属,妖怪,進化Lv2,レア
ill_3673_okiku03,お菊,おきく,無所属,無所属,妖怪,進化Lv3,レア
ill_3681_ikusaotome01,戦乙女,いくさおとめ,無所属,無所属,神秘,進化Lv1,レア
ill_3682_ikusaotome02,戦乙女,いくさおとめ,無所属,無所属,神秘,進化Lv2,レア
ill_3683_ikusaotome03,戦乙女,いくさおとめ,無所属,無所属,神秘,進化Lv3,レア
ill_3761_katsuraotoko01,桂男,かつらおとこ,近畿,和歌山,妖怪,進化Lv1,レア
ill_3762_katsuraotoko02,桂男,かつらおとこ,近畿,和歌山,妖怪,進化Lv2,レア
ill_3763_katsuraotoko03,桂男,かつらおとこ,近畿,和歌山,妖怪,進化Lv3,レア
ill_3961_hiruko01,ヒルコ,ひるこ,近畿,兵庫,神秘,進化Lv1,レア
ill_3962_hiruko02,ヒルコ,ひるこ,近畿,兵庫,神秘,進化Lv2,レア
ill_3963_hiruko03,ヒルコ,ひるこ,近畿,兵庫,神秘,進化Lv3,レア
ill_4041_makuragaeshi01,枕返し,まくらがえし,関東,栃木,妖怪,進化Lv1,レア
ill_4042_makuragaeshi02,枕返し,まくらがえし,関東,栃木,妖怪,進化Lv2,レア
ill_4043_makuragaeshi03,枕返し,まくらがえし,関東,栃木,妖怪,進化Lv3,レア
ill_4061_kihachidensetsu01,鬼八伝説,きはちでんせつ,九州・沖縄,宮崎,伝承,進化Lv1,レア
ill_4062_kihachidensetsu02,鬼八伝説,きはちでんせつ,九州・沖縄,宮崎,伝承,進化Lv2,レア
ill_4063_kihachidensetsu03,鬼八伝説,きはちでんせつ,九州・沖縄,宮崎,伝承,進化Lv3,レア
ill_4211_katakurakojurou01,片倉小十郎,かたくらこじゅろう,北海道・東北,宮城,武人,進化Lv1,レア
ill_4212_katakurakojurou02,片倉小十郎,かたくらこじゅろう,北海道・東北,宮城,武人,進化Lv2,レア
ill_4213_katakurakojurou03,片倉小十郎,かたくらこじゅろう,北海道・東北,宮城,武人,進化Lv3,レア
ill_4221_kuroyurinosei01,黒百合伝説,くろゆりでんせつ,中部,富山,伝承,進化Lv1,レア
ill_4222_kuroyurinosei02,黒百合伝説,くろゆりでんせつ,中部,富山,伝承,進化Lv2,レア
ill_4223_kuroyurinosei03,黒百合伝説,くろゆりでんせつ,中部,富山,伝承,進化Lv3,レア
ill_4271_hachisukakoroku01,蜂須賀小六,はちすかころく,中国・四国,徳島,武人,進化Lv1,レア
ill_4272_hachisukakoroku02,蜂須賀小六,はちすかころく,中国・四国,徳島,武人,進化Lv2,レア
ill_4273_hachisukakoroku03,蜂須賀小六,はちすかころく,中国・四国,徳島,武人,進化Lv3,レア
ill_4371_hukushimamasanori01,福島正則,ふくしままさのり,中国・四国,広島,武人,進化Lv1,レア
ill_4372_hukushimamasanori02,福島正則,ふくしままさのり,中国・四国,広島,武人,進化Lv2,レア
ill_4373_hukushimamasanori03,福島正則,ふくしままさのり,中国・四国,広島,武人,進化Lv3,レア
ill_4421_akiyamasaneyuki01,秋山真之,あきやまさねゆき,中国・四国,愛媛,武人,進化Lv1,レア
ill_4422_akiyamasaneyuki02,秋山真之,あきやまさねゆき,中国・四国,愛媛,武人,進化Lv2,レア
ill_4423_akiyamasaneyuki03,秋山真之,あきやまさねゆき,中国・四国,愛媛,武人,進化Lv3,レア
ill_4431_akiyamayoshifuru01,秋山好古,あきやまよしふる,中国・四国,愛媛,武人,進化Lv1,レア
ill_4432_akiyamayoshifuru02,秋山好古,あきやまよしふる,中国・四国,愛媛,武人,進化Lv2,レア
ill_4433_akiyamayoshifuru03,秋山好古,あきやまよしふる,中国・四国,愛媛,武人,進化Lv3,レア
ill_4461_amanouzume01,天宇受賣命,あまのうずめ,九州・沖縄,宮崎,神秘,進化Lv1,レア
ill_4462_amanouzume02,天宇受賣命,あまのうずめ,九州・沖縄,宮崎,神秘,進化Lv2,レア
ill_4463_amanouzume03,天宇受賣命,あまのうずめ,九州・沖縄,宮崎,神秘,進化Lv3,レア
ill_4551_yamatanoorochinomiko01,八岐大蛇の巫女,やまたのおろちのみこ,中国・四国,島根,妖怪,進化Lv1,レア
ill_4552_yamatanoorochinomiko02,八岐大蛇の巫女,やまたのおろちのみこ,中国・四国,島根,妖怪,進化Lv2,レア
ill_4553_yamatanoorochinomiko03,八岐大蛇の巫女,やまたのおろちのみこ,中国・四国,島根,妖怪,進化Lv3,レア
ill_4691_yamamotokansuke01,山本勘助,やまもとかんすけ,中部,山梨,武人,進化Lv1,レア
ill_4692_yamamotokansuke02,山本勘助,やまもとかんすけ,中部,山梨,武人,進化Lv2,レア
ill_4693_yamamotokansuke03,山本勘助,やまもとかんすけ,中部,山梨,武人,進化Lv3,レア
ill_4781_houjoutsunashige01,北条綱成,ほうじょうつなしげ,関東,埼玉,武人,進化Lv1,レア
ill_4782_houjoutsunashige02,北条綱成,ほうじょうつなしげ,関東,埼玉,武人,進化Lv2,レア
ill_4783_houjoutsunashige03,北条綱成,ほうじょうつなしげ,関東,埼玉,武人,進化Lv3,レア
ill_4801_mochidukichiyome01,望月千代女,もちづきちよめ,中部,長野,知性派,進化Lv1,レア
ill_4802_mochidukichiyome02,望月千代女,もちづきちよめ,中部,長野,知性派,進化Lv2,レア
ill_4803_mochidukichiyome03,望月千代女,もちづきちよめ,中部,長野,知性派,進化Lv3,レア
ill_4861_hangakugozen01,板額御前,はんがくごぜん,中部,新潟,武人,進化Lv1,レア
ill_4862_hangakugozen02,板額御前,はんがくごぜん,中部,新潟,武人,進化Lv2,レア
ill_4863_hangakugozen03,板額御前,はんがくごぜん,中部,新潟,武人,進化Lv3,レア
ill_4931_iinaotora01,井伊直虎,いいなおとら,中部,静岡,姫,進化Lv1,レア
ill_4932_iinaotora02,井伊直虎,いいなおとら,中部,静岡,姫,進化Lv2,レア
ill_4933_iinaotora03,井伊直虎,いいなおとら,中部,静岡,姫,進化Lv3,レア
ill_4951_kukiyoshitaka01,九鬼嘉隆,くきよしたか,近畿,三重,武人,進化Lv1,レア
ill_4952_kukiyoshitaka02,九鬼嘉隆,くきよしたか,近畿,三重,武人,進化Lv2,レア
ill_4953_kukiyoshitaka03,九鬼嘉隆,くきよしたか,近畿,三重,武人,進化Lv3,レア
ill_5131_takenakahanbee01,竹中半兵衛,たけなかはんべえ,中部,岐阜,武人,進化Lv1,レア
ill_5132_takenakahanbee02,竹中半兵衛,たけなかはんべえ,中部,岐阜,武人,進化Lv2,レア
ill_5133_takenakahanbee03,竹中半兵衛,たけなかはんべえ,中部,岐阜,武人,進化Lv3,レア
ill_5241_kusumotoine01,楠本イネ,くすもといね,九州・沖縄,長崎,知性派,進化Lv1,レア
ill_5242_kusumotoine02,楠本イネ,くすもといね,九州・沖縄,長崎,知性派,進化Lv2,レア
ill_5243_kusumotoine03,楠本イネ,くすもといね,九州・沖縄,長崎,知性派,進化Lv3,レア
ill_5301_nagashibina01,流しびな,ながしびな,中国・四国,中国・四国,伝承,進化Lv1,レア
ill_5302_nagashibina02,流しびな,ながしびな,中国・四国,中国・四国,伝承,進化Lv2,レア
ill_5303_nagashibina03,流しびな,ながしびな,中国・四国,中国・四国,伝承,進化Lv3,レア
ill_5831_dakkinoohyaku01,妲己のお百,だっきのおひゃく,北海道・東北,秋田,姫,進化Lv1,レア
ill_5832_dakkinoohyaku02,妲己のお百,だっきのおひゃく,北海道・東北,秋田,姫,進化Lv2,レア
ill_5833_dakkinoohyaku03,妲己のお百,だっきのおひゃく,北海道・東北,秋田,姫,進化Lv3,レア
ill_5941_tachibanaginchiyo01,立花誾千代,たちばなぎんちよ,九州・沖縄,大分,姫,進化Lv1,レア
ill_5942_tachibanaginchiyo02,立花誾千代,たちばなぎんちよ,九州・沖縄,大分,姫,進化Lv2,レア
ill_5943_tachibanaginchiyo03,立花誾千代,たちばなぎんちよ,九州・沖縄,大分,姫,進化Lv3,レア
ill_6251_ohmurasumitada01,大村純忠,おおむらすみただ,九州・沖縄,長崎,武人,進化Lv1,レア
ill_6252_ohmurasumitada02,大村純忠,おおむらすみただ,九州・沖縄,長崎,武人,進化Lv2,レア
ill_6253_ohmurasumitada03,大村純忠,おおむらすみただ,九州・沖縄,長崎,武人,進化Lv3,レア
ill_6701_tobiuochan01,トビウオちゃん,とびうおちゃん,九州・沖縄,九州・沖縄,名物,進化Lv1,レア
ill_6702_tobiuochan02,トビウオちゃん,とびうおちゃん,九州・沖縄,九州・沖縄,名物,進化Lv2,レア
ill_6703_tobiuochan03,トビウオちゃん,とびうおちゃん,九州・沖縄,九州・沖縄,名物,進化Lv3,レア
ill_6741_okumurasakonta01,奥村左近太,おくむらさこんた,中国・四国,岡山,武人,進化Lv1,レア
ill_6742_okumurasakonta02,奥村左近太,おくむらさこんた,中国・四国,岡山,武人,進化Lv2,レア
ill_6743_okumurasakonta03,奥村左近太,おくむらさこんた,中国・四国,岡山,武人,進化Lv3,レア
ill_6831_iwasamatabee01,岩佐又兵衛,いわさまたべえ,近畿,兵庫,知性派,進化Lv1,レア
ill_6832_iwasamatabee02,岩佐又兵衛,いわさまたべえ,近畿,兵庫,知性派,進化Lv2,レア
ill_6833_iwasamatabee03,岩佐又兵衛,いわさまたべえ,近畿,兵庫,知性派,進化Lv3,レア
ill_6871_itagakinobukata01,板垣信方,いたがきのぶかた,中部,山梨,武人,進化Lv1,レア
ill_6872_itagakinobukata02,板垣信方,いたがきのぶかた,中部,山梨,武人,進化Lv2,レア
ill_6873_itagakinobukata03,板垣信方,いたがきのぶかた,中部,山梨,武人,進化Lv3,レア
ill_6881_hosokawayuusai01,細川幽斎,ほそかわゆうさい,九州・沖縄,熊本,武人,進化Lv1,レア
ill_6882_hosokawayuusai02,細川幽斎,ほそかわゆうさい,九州・沖縄,熊本,武人,進化Lv2,レア
ill_6883_hosokawayuusai03,細川幽斎,ほそかわゆうさい,九州・沖縄,熊本,武人,進化Lv3,レア
ill_7011_tsugarutamenobu01,津軽為信,つがるためのぶ,北海道・東北,青森,武人,進化Lv1,レア
ill_7012_tsugarutamenobu02,津軽為信,つがるためのぶ,北海道・東北,青森,武人,進化Lv2,レア
ill_7013_tsugarutamenobu03,津軽為信,つがるためのぶ,北海道・東北,青森,武人,進化Lv3,レア
ill_7031_arakimataemon01,荒木又右衛門,あらきまたえもん,中国・四国,鳥取,武人,進化Lv1,レア
ill_7032_arakimataemon02,荒木又右衛門,あらきまたえもん,中国・四国,鳥取,武人,進化Lv2,レア
ill_7033_arakimataemon03,荒木又右衛門,あらきまたえもん,中国・四国,鳥取,武人,進化Lv3,レア
ill_7061_dateshigezane01,伊達成実,だてしげざね,北海道・東北,宮城,武人,進化Lv1,レア
ill_7062_dateshigezane02,伊達成実,だてしげざね,北海道・東北,宮城,武人,進化Lv2,レア
ill_7063_dateshigezane03,伊達成実,だてしげざね,北海道・東北,宮城,武人,進化Lv3,レア
ill_7091_sueharukata01,陶晴賢,すえはるかた,中国・四国,山口,武人,進化Lv1,レア
ill_7092_sueharukata02,陶晴賢,すえはるかた,中国・四国,山口,武人,進化Lv2,レア
ill_7093_sueharukata03,陶晴賢,すえはるかた,中国・四国,山口,武人,進化Lv3,レア
ill_7451_kamiizuminobutsuna01,上泉信綱,かみいずみのぶつな,関東,群馬,武人,進化Lv1,レア
ill_7452_kamiizuminobutsuna02,上泉信綱,かみいずみのぶつな,関東,群馬,武人,進化Lv2,レア
ill_7453_kamiizuminobutsuna03,上泉信綱,かみいずみのぶつな,関東,群馬,武人,進化Lv3,レア
ill_7651_kamaitachi01,鎌鼬,かまいたち,無所属,無所属,妖怪,進化Lv1,レア
ill_7652_kamaitachi02,鎌鼬,かまいたち,無所属,無所属,妖怪,進化Lv2,レア
ill_7653_kamaitachi03,鎌鼬,かまいたち,無所属,無所属,妖怪,進化Lv3,レア
ill_7751_yamanatoyokuni01,山名豊国,やまなとよくに,中国・四国,鳥取,武人,進化Lv1,レア
ill_7752_yamanatoyokuni02,山名豊国,やまなとよくに,中国・四国,鳥取,武人,進化Lv2,レア
ill_7753_yamanatoyokuni03,山名豊国,やまなとよくに,中国・四国,鳥取,武人,進化Lv3,レア
ill_7781_yatonokami01,夜刀神,やとのかみ,関東,茨城,神秘,進化Lv1,レア
ill_7782_yatonokami02,夜刀神,やとのかみ,関東,茨城,神秘,進化Lv2,レア
ill_7783_yatonokami03,夜刀神,やとのかみ,関東,茨城,神秘,進化Lv3,レア
ill_7821_unnkouin01,雲光院,うんこういん,関東,関東,姫,進化Lv1,レア
ill_7822_unnkouin02,雲光院,うんこういん,関東,関東,姫,進化Lv2,レア
ill_7823_unnkouin03,雲光院,うんこういん,関東,関東,姫,進化Lv3,レア
ill_7931_otsukimidorobou01,お月見泥棒,おつきみどろぼう,無所属,無所属,名物,進化Lv1,レア
ill_7932_otsukimidorobou02,お月見泥棒,おつきみどろぼう,無所属,無所属,名物,進化Lv2,レア
ill_8191_kasya01,火車,かしゃ,関東,山梨,不明,進化Lv1,レア
ill_8192_kasya02,火車,かしゃ,関東,山梨,不明,進化Lv2,レア
ill_8193_kasya03,火車,かしゃ,関東,山梨,不明,進化Lv3,レア
ill_8341_odaujiharu01,小田氏治,おだうじはる,関東,茨城,武人,進化Lv1,レア
ill_8342_odaujiharu02,小田氏治,おだうじはる,関東,栃木,武人,進化Lv2,レア
ill_8343_odaujiharu03,小田氏治,おだうじはる,関東,茨城,武人,進化Lv3,レア
ill_8841_igonosei01,囲碁の精,いごのせい,関東,東京,妖怪,進化Lv1,レア
ill_8842_igonosei02,囲碁の精,いごのせい,関東,東京,妖怪,進化Lv2,レア
ill_8843_igonosei03,囲碁の精,いごのせい,関東,東京,妖怪,進化Lv3,レア
ill_8881_shishimai01,獅子舞,ししまい,中部,富山,名物,進化Lv1,レア
ill_8882_shishimai02,獅子舞,ししまい,中部,富山,名物,進化Lv2,レア
ill_8883_shishimai03,獅子舞,ししまい,中部,富山,名物,進化Lv3,レア
ill_9081_manekineko01,招き猫,まねきねこ,関東,東京,名物,進化Lv1,レア
ill_9082_manekineko02,招き猫,まねきねこ,関東,東京,名物,進化Lv2,レア
ill_9083_manekineko03,招き猫,まねきねこ,関東,東京,名物,進化Lv3,レア
ill_9091_hagoitachan01,羽子板ちゃん,はごいたちゃん,関東,埼玉,名物,進化Lv1,レア
ill_9092_hagoitachan02,羽子板ちゃん,はごいたちゃん,関東,埼玉,名物,進化Lv2,レア
ill_9093_hagoitachan03,羽子板ちゃん,はごいたちゃん,関東,埼玉,名物,進化Lv3,レア
ill_9111_hokkaidoutouhokunoozounichan01,おっとりお雑煮ちゃん,おっとりおぞうにちゃん,北海道・東北,北海道,不明,進化Lv1,レア
ill_9112_hokkaidoutouhokunoozounichan02,おっとりお雑煮ちゃん,おっとりおぞうにちゃん,北海道・東北,北海道,不明,進化Lv2,レア
ill_9113_hokkaidoutouhokunoozounichan03,おっとりお雑煮ちゃん,おっとりおぞうにちゃん,北海道・東北,北海道,不明,進化Lv3,レア
ill_9121_kantounoozounichan01,つんでれお雑煮ちゃん,つんでれおぞうにちゃん,関東,関東,飲食/お雑煮,進化Lv1,レア
ill_9122_kantounoozounichan02,つんでれお雑煮ちゃん,つんでれおぞうにちゃん,関東,関東,飲食/お雑煮,進化Lv2,レア
ill_9123_kantounoozounichan03,つんでれお雑煮ちゃん,つんでれおぞうにちゃん,関東,関東,飲食/お雑煮,進化Lv3,レア
